Date,1_ALEX,2_ORPY,3_COBY,4_CRTZ,5_LMET,6_LLYN,7_LBAY,8_SOMO,9 OYNG,10^OGLD,11^OBVW,ADAWE BIKE ,ADAWE PED
,Ottawa approach to the NCC Alexandra Bridge Bikeway - not operational for most of 2010 due to bridge construction,NCC Ottawa River Pathway approximately 100m east of the Prince of Wales Bridge,NCC Eastern Canal Pathway approximately 100m north of the Corktown Bridge,NCC Western Canal Pathway approximately 200m north of The Ritz,Laurier Segregated Bike lane just west of Metcalfe,Laurier Segregated Bike lane just east of Lyon,Laurier Segregated Bike lane just west of Bay - stopped working in 2013,Somerset bridge over O-Train - 2012-13 westbound direction only,O-Train Pathway just north of Young Street,O-Train Pathway just north of Galdstone Avenue,O-Train Pathway just north of Bayview Station,Adawe Crossing Bikes,Adawe Crossing Pedestrians
2017-01-10,2,1,60,42,237,,,28,,69,0,132,881
2017-01-11,14,0,52,60,230,,,66,,58,0,154,1073
2017-01-12,25,0,29,51,322,,,84,,89,0,157,851
2017-01-13,19,2,44,58,278,,,76,,74,0,150,757
2017-01-14,4,5,15,27,42,,,18,,28,0,85,429
2017-01-15,2,10,14,85,100,,,36,,18,4,112,729
2017-01-16,28,2,68,76,276,,,88,,82,0,178,1122
2017-01-17,23,0,71,60,310,,,96,,86,0,188,995
2017-01-18,10,2,73,68,233,,,50,,70,3,145,938
2017-01-19,24,0,61,44,278,,,86,,94,0,195,990
2017-01-20,30,1,65,71,284,,,84,,97,0,171,927
2017-01-21,11,1,12,38,98,,,46,,18,2,82,687
2017-01-22,13,1,28,54,71,,,42,,31,3,100,819
2017-01-23,40,0,96,82,309,,,90,,73,0,210,971
2017-01-24,11,3,76,83,248,,,42,,69,6,138,924
2017-01-25,13,3,94,101,317,,,90,,73,1,179,949
2017-01-26,18,2,109,80,288,,,96,,82,5,189,928
2017-01-27,21,0,90,76,271,,,80,,74,0,163,762
2017-01-28,9,3,19,32,66,,,22,,31,2,82,690
2017-01-29,2,5,18,38,60,,,18,,17,2,81,706
2017-01-30,34,5,73,74,257,,,64,,66,2,189,880
2017-01-31,22,1,89,78,296,,,76,,86,3,164,884
2017-02-01,17,2,78,91,269,,,66,,72,4,161,974
2017-02-02,21,2,105,70,309,,,68,,77,2,160,839
2017-02-03,32,2,80,61,271,,,74,,71,0,145,878
2017-02-04,17,5,29,42,68,,,32,,23,2,65,594
2017-02-05,4,1,16,48,46,,,10,,20,3,70,669
2017-02-06,6,0,65,50,240,,,64,,68,0,158,833
2017-02-07,9,0,45,42,192,,,34,,62,0,107,654
2017-02-08,20,3,61,36,216,,,60,,42,2,131,910
2017-02-09,24,3,73,34,226,,,78,,64,2,135,786
2017-02-10,21,2,58,21,231,,,70,,46,3,97,672
2017-02-11,7,2,11,16,48,,,10,,9,2,57,499
2017-02-12,3,0,10,15,30,,,0,,10,3,23,453
2017-02-13,1,6,36,14,168,,,32,,40,4,90,786
2017-02-14,6,0,74,37,148,,,44,,48,0,143,849
2017-02-15,10,0,22,26,149,,,2,,35,0,110,831
2017-02-16,26,2,36,44,196,,,8,,61,4,122,746
2017-02-17,13,0,65,60,239,,,20,,59,0,138,778
2017-02-18,25,1,38,45,73,,,32,,37,3,103,876
2017-02-19,32,2,23,45,73,,,34,,27,2,112,1085
2017-02-20,59,0,59,99,206,,,52,,58,0,124,1170
2017-02-21,47,3,102,88,314,,,92,,86,2,196,761
2017-02-22,32,5,110,99,396,,,106,,86,4,204,898
2017-02-23,71,0,141,129,410,,,144,,106,0,231,1063
2017-02-24,44,0,90,87,305,,,104,,86,0,197,694
2017-02-25,12,0,30,38,84,,,38,,29,0,62,438
2017-02-26,35,0,44,103,135,,,56,,36,0,152,1012
2017-02-27,84,4,146,165,430,,,132,,96,0,279,1202
2017-02-28,106,2,150,168,508,,,146,,111,0,295,1061
2017-02-29,64,4,82,123,335,,,98,,75,0,162,760
2017-03-01,52,1,97,59,249,,,80,,55,0,148,653
2017-03-02,54,1,103,73,250,,,72,,59,0,138,686
2017-03-03,26,0,35,24,53,,,20,,12,0,78,522
2017-03-04,9,0,20,45,67,,,46,,20,0,84,748
2017-03-05,44,1,122,100,285,,,88,,79,2,181,776
2017-03-06,19,0,76,67,200,,,48,,71,0,110,596
2017-03-07,110,7,171,178,415,,,118,,116,3,265,1280
2017-03-08,85,0,162,124,377,,,124,,97,1,204,976
2017-03-09,80,0,123,104,335,,,96,,69,0,154,760
2017-03-10,14,0,26,33,67,,,20,,15,0,43,340
2017-03-11,13,3,32,34,55,,,24,,17,0,52,496
2017-03-12,62,0,106,90,272,,,94,,70,0,158,801
2017-03-13,16,0,85,55,221,,,12,,35,0,102,456
2017-03-14,36,4,45,27,77,,,2,,23,3,69,25
2017-03-15,83,1,89,61,222,,,62,,55,0,106,858
2017-03-16,92,2,105,93,254,,,80,,72,4,160,1022
2017-03-17,54,1,53,68,111,,,48,,44,1,139,915
2017-03-18,52,1,70,119,106,,,72,,66,0,155,1417
2017-03-19,147,2,192,176,463,,,174,,117,3,328,1221
2017-03-20,151,4,151,197,437,,,160,,121,0,307,1130
2017-03-21,85,2,118,83,307,,,110,,54,0,166,741
2017-03-22,146,0,157,186,437,,,140,,80,0,265,1138
2017-03-23,8,0,57,42,228,,,8,,55,0,114,682
2017-03-24,28,3,49,85,123,,,46,,38,2,102,983
2017-03-25,20,2,33,44,89,,,60,,28,4,86,677
2017-03-26,63,0,90,80,254,,,78,,60,0,181,719
2017-03-27,139,0,180,151,414,,,144,,109,0,247,1073
2017-03-28,177,0,233,218,521,,,166,,135,0,339,1257
2017-03-29,278,0,302,311,664,,,262,,185,0,347,1409
2017-03-30,108,0,103,83,310,,,90,,79,0,176,723
2017-03-31,37,1,54,56,140,,,56,,60,0,135,917
2017-04-01,217,0,300,548,308,,,202,,224,1,373,2082
2017-04-02,586,0,482,538,997,,,384,,246,2,678,1592
2017-04-03,203,0,153,134,364,,,120,,96,1,174,573
2017-04-04,538,3,355,428,867,,,278,,228,5,504,1394
2017-04-05,209,1,137,131,370,,,108,,85,9,166,601
2017-04-06,300,3,221,199,562,,,172,,134,7,292,861
2017-04-07,320,40,366,577,440,,,260,,255,136,537,1893
2017-04-08,476,174,602,1157,499,,,268,,410,319,752,1981
2017-04-09,966,835,824,1097,1551,,,462,,495,244,1059,1709
2017-04-10,569,358,458,420,932,,,310,,270,117,557,1143
2017-04-11,738,589,554,561,1101,,,394,,374,174,752,1083
2017-04-12,1015,1069,852,956,1485,,,462,,509,281,1022,1534
2017-04-13,1008,2104,1327,1969,582,,,304,,720,728,1147,2451
2017-04-14,463,837,582,808,351,,,198,,365,293,513,967
2017-04-15,157,172,113,205,107,,,78,,91,93,193,876
2017-04-16,391,532,402,602,496,,,220,,250,206,564,1084
2017-04-17,1168,1120,917,1174,1702,,,536,,631,388,1151,1872
2017-04-18,588,512,468,418,998,,,286,,278,155,543,819
2017-04-19,986,772,748,742,1512,,,460,,429,261,881,1352
2017-04-20,534,344,456,344,784,,,262,,286,132,478,901
2017-04-21,458,435,491,661,535,,,372,,339,214,645,1363
2017-04-22,1372,1688,1335,2456,833,,,484,,917,667,1318,2022
2017-04-23,1215,1112,1051,1146,1856,,,620,,671,390,1238,1735
2017-04-24,1053,906,803,700,1580,,,400,,478,293,1024,1162
2017-04-25,1212,1248,1342,1573,1901,,,556,,715,443,1375,1810
2017-04-26,1766,2267,1711,2124,2357,,,770,,1015,791,1809,2118
2017-04-27,1592,1742,1339,1619,2271,,,650,,855,660,1485,1742
2017-04-28,942,1301,921,1561,801,,,500,,575,496,1015,1603
2017-04-29,188,119,153,204,243,,,126,,81,38,257,655
2017-04-30,408,225,302,236,515,,,122,,144,85,313,564
2017-05-01,1097,988,807,822,1689,,,448,,573,358,955,1314
2017-05-02,1558,1325,1385,1523,2067,,,588,,784,499,1379,1831
2017-05-03,1707,1363,1627,1775,2421,,,704,,792,524,1508,1503
2017-05-04,364,229,297,241,527,,,130,,142,97,327,561
2017-05-05,143,84,119,194,194,,,110,,77,45,209,850
2017-05-06,264,404,307,496,407,,,164,,223,228,401,1279
2017-05-07,568,316,482,569,1255,,,388,,340,130,822,1163
2017-05-08,892,470,817,905,1831,,,534,,516,239,1117,1390
2017-05-09,1969,1190,1438,1831,2582,,,772,,952,563,1683,2082
2017-05-10,1721,1063,1869,1880,2599,,,688,,819,509,1543,1600
2017-05-11,1724,1279,1722,2477,2529,,,764,,999,632,1600,1718
2017-05-12,373,269,472,833,451,,,214,,288,168,532,1125
2017-05-13,383,355,485,899,443,,,214,,276,214,553,1222
2017-05-14,1948,1485,1625,2228,2763,,,776,,1018,625,1933,2056
2017-05-15,2549,1852,2225,3025,3062,,,810,,1139,728,2158,1967
2017-05-16,2563,2215,2506,3508,3249,,,904,,1283,928,2254,1826
2017-05-17,1992,1675,2139,2569,2754,,,710,,959,660,1833,1459
2017-05-18,1886,1464,1803,2479,2356,,,774,,896,571,1699,1755
2017-05-19,1976,1865,2716,4121,1313,,,490,,1086,786,1537,2511
2017-05-20,757,762,935,1901,608,,,266,,519,421,784,951
2017-05-21,452,484,584,1002,424,,,172,,253,194,587,1258
2017-05-22,2587,2421,2185,2878,3269,,,876,,1192,882,2221,2181
2017-05-23,2463,2705,2234,2744,3320,,,992,,1277,955,2311,1979
2017-05-24,1522,1277,1884,1761,2174,,,548,,643,416,1223,1043
2017-05-25,1189,1018,1454,1148,1790,,,500,,612,409,1063,1258
2017-05-26,2030,2344,2397,3629,1706,,,722,,1137,848,1827,2396
2017-05-27,2150,2893,2135,3660,1751,,,794,,1200,1118,2116,2382
2017-05-28,873,686,598,519,1088,,,298,,355,243,719,934
2017-05-29,1636,1436,1568,1733,2151,,,606,,786,523,1443,1467
2017-05-30,1762,1773,1725,1905,1830,,,698,,924,682,1659,2159
2017-05-31,2199,2134,1923,2089,2197,,,804,,1032,819,1787,1561
2017-06-01,1592,1554,1489,1600,1860,,,692,,808,530,1496,1358
2017-06-02,1417,2120,1721,2392,1429,,,648,,1077,814,1442,1626
2017-06-03,844,954,699,1255,959,,,388,,564,436,870,1222
2017-06-04,1357,1244,1250,1165,1991,,,518,,595,428,1152,1091
2017-06-05,925,799,1062,957,1344,,,392,,414,278,874,983
2017-06-06,2955,3482,2978,3748,2876,,,890,,1492,1242,2642,4117
2017-06-07,3022,3267,3046,3731,2877,,,874,,1575,1177,2656,2456
2017-06-08,2525,2634,2289,2501,2585,,,842,,1235,965,2372,2404
2017-06-09,2149,2389,2228,2925,1529,,,710,,1083,914,1683,1956
2017-06-10,1942,2068,1568,3071,1346,,,592,,1039,966,1542,1863
2017-06-11,2416,2424,1981,1922,3164,,,788,,1055,852,2070,1540
2017-06-12,2355,3093,2686,2893,3661,,,936,,1332,1082,2594,3161
2017-06-13,3078,3469,3037,2944,3871,,,1066,,1507,1198,2659,5004
2017-06-14,2936,2800,2858,2492,3580,,,966,,1355,1093,2290,3890
2017-06-15,1603,1274,1730,1585,2119,,,632,,734,497,1399,1291
2017-06-16,1276,1412,1643,1953,1187,,,612,,901,717,1244,1372
2017-06-17,1214,1266,1005,2024,1083,,,456,,940,794,1310,1466
2017-06-18,2633,2945,2397,2390,3407,,,880,,1363,1128,2546,1935
2017-06-19,2123,2041,1921,2044,2726,,,792,,1097,842,1922,1906
2017-06-20,2726,2941,2951,2870,3586,,,876,,1531,1189,2456,2460
2017-06-21,2816,2993,3116,2879,3628,,,940,,1465,1187,2565,1966
2017-06-22,1067,957,1286,1373,1533,,,530,,522,395,1161,1158
2017-06-23,2146,2539,2504,3315,1461,,,712,,1266,1119,1733,2347
2017-06-24,1265,1016,642,1550,895,,,324,,711,640,930,1293
2017-06-25,2430,2666,2443,2676,3429,,,894,,1228,886,2441,3006
2017-06-26,1888,1808,2081,1569,2690,,,684,,847,672,1739,1495
2017-06-27,2727,2738,2468,2305,3572,,,876,,1302,1054,2342,2177
2017-06-28,1383,1122,1018,635,1837,,,424,,524,401,1008,750
2017-06-29,1798,1572,1618,1289,2101,,,630,,777,620,1280,1457
